"rules","support","confidence","lift","count"
"{curd,dessert} => {whole milk}",0.00274529740721912,0.529411764705882,2.07193183680157,27
"{dessert,whipped/sour cream} => {other vegetables}",0.00284697508896797,0.583333333333333,3.01475740059555,28
"{dessert,whipped/sour cream} => {whole milk}",0.00264361972547026,0.541666666666667,2.11989322191272,26
"{pip fruit,dessert} => {other vegetables}",0.00274529740721912,0.551020408163265,2.84775917723895,27
"{pip fruit,dessert} => {whole milk}",0.00284697508896797,0.571428571428571,2.23637087146836,28
"{sausage,dessert} => {other vegetables}",0.0032536858159634,0.551724137931034,2.85139616213963,32
"{root vegetables,dessert} => {other vegetables}",0.00345704117946111,0.596491228070175,3.08275944722553,34
"{root vegetables,canned beer} => {other vegetables}",0.00203355363497712,0.5,2.58407777193904,20
"{beef,cream cheese } => {whole milk}",0.00213523131672598,0.567567567567568,2.22126025747196,21
"{curd,cream cheese } => {other vegetables}",0.00274529740721912,0.54,2.79080399369417,27
"{curd,cream cheese } => {whole milk}",0.00284697508896797,0.56,2.191643454039,28
"{cream cheese ,napkins} => {whole milk}",0.00233858668022369,0.575,2.25034818941504,23
"{frankfurter,cream cheese } => {whole milk}",0.00213523131672598,0.636363636363636,2.49050392504432,21
"{cream cheese ,brown bread} => {whole milk}",0.00244026436197255,0.5,1.95682451253482,24
"{butter,cream cheese } => {yogurt}",0.00213523131672598,0.525,3.76339285714286,21
"{butter,cream cheese } => {whole milk}",0.00274529740721912,0.675,2.64171309192201,27
"{cream cheese ,domestic eggs} => {other vegetables}",0.00284697508896797,0.56,2.89416710457173,28
"{cream cheese ,domestic eggs} => {whole milk}",0.00345704117946111,0.68,2.66128133704735,34
"{cream cheese ,fruit/vegetable juice} => {whole milk}",0.00294865277071683,0.517857142857143,2.02671110226821,29
"{whipped/sour cream,cream cheese } => {yogurt}",0.00335536349771225,0.523809523809524,3.75485908649174,33
"{whipped/sour cream,cream cheese } => {other vegetables}",0.00335536349771225,0.523809523809524,2.70712909441233,33
"{whipped/sour cream,cream cheese } => {whole milk}",0.00396542958820539,0.619047619047619,2.4227351107574,39
"{pip fruit,cream cheese } => {whole milk}",0.00396542958820539,0.65,2.54387186629526,39
"{cream cheese ,pastry} => {other vegetables}",0.00233858668022369,0.522727272727273,2.70153585248173,23
"{cream cheese ,pastry} => {whole milk}",0.00244026436197255,0.545454545454545,2.13471765003798,24
"{citrus fruit,cream cheese } => {other vegetables}",0.00294865277071683,0.517857142857143,2.67636626379401,29
"{citrus fruit,cream cheese } => {whole milk}",0.00284697508896797,0.5,1.95682451253482,28
"{root vegetables,cream cheese } => {yogurt}",0.00376207422470768,0.5,3.58418367346939,37
"{root vegetables,cream cheese } => {other vegetables}",0.00447381799694967,0.594594594594595,3.072957350414,44
"{root vegetables,cream cheese } => {whole milk}",0.00396542958820539,0.527027027027027,2.06259881050967,39
"{yogurt,cream cheese } => {whole milk}",0.00660904931367565,0.532786885245902,2.08514087401251,65
"{chicken,frozen vegetables} => {other vegetables}",0.00355871886120996,0.53030303030303,2.74068854599596,35
"{chicken,beef} => {whole milk}",0.00274529740721912,0.574468085106383,2.24826646121022,27
"{chicken,curd} => {whole milk}",0.00223690899847483,0.647058823529412,2.53236113386859,22
"{chicken,napkins} => {whole milk}",0.00223690899847483,0.578947368421053,2.26579680398769,22
"{chicken,pork} => {whole milk}",0.00294865277071683,0.508771929824561,1.99115476714069,29
"{chicken,brown bread} => {whole milk}",0.00203355363497712,0.555555555555556,2.17424945837202,20
"{chicken,butter} => {other vegetables}",0.00305033045246568,0.526315789473684,2.72008186519899,30
"{chicken,butter} => {whole milk}",0.0032536858159634,0.56140350877193,2.19713629477594,32
"{chicken,domestic eggs} => {other vegetables}",0.00335536349771225,0.540983606557377,2.79588742537667,33
"{chicken,domestic eggs} => {whole milk}",0.00396542958820539,0.639344262295082,2.50216904881501,39
"{chicken,fruit/vegetable juice} => {whole milk}",0.00203355363497712,0.555555555555556,2.17424945837202,20
"{chicken,whipped/sour cream} => {other vegetables}",0.00386375190645653,0.535211267605634,2.76605507982207,38
"{chicken,whipped/sour cream} => {whole milk}",0.0041687849517031,0.577464788732394,2.25999450743458,41
"{chicken,pip fruit} => {other vegetables}",0.00284697508896797,0.595744680851064,3.07890117507631,28
"{chicken,pip fruit} => {whole milk}",0.0025419420437214,0.531914893617021,2.08172820482428,25
"{chicken,pastry} => {other vegetables}",0.00264361972547026,0.553191489361702,2.85897966257086,26
"{chicken,pastry} => {whole milk}",0.00274529740721912,0.574468085106383,2.24826646121022,27
"{chicken,citrus fruit} => {other vegetables}",0.00355871886120996,0.514705882352941,2.66008005934902,35
"{sausage,chicken} => {other vegetables}",0.00315200813421454,0.596153846153846,3.08101580500424,31
"{sausage,chicken} => {whole milk}",0.00305033045246568,0.576923076923077,2.25787443754018,30
"{chicken,tropical fruit} => {other vegetables}",0.00366039654295882,0.571428571428571,2.95323173935891,36
"{chicken,root vegetables} => {other vegetables}",0.00569395017793594,0.523364485981308,2.7048290696932,56
"{chicken,root vegetables} => {whole milk}",0.00599898322318251,0.551401869158878,2.15799338765522,59
"{chicken,yogurt} => {other vegetables}",0.00488052872394509,0.585365853658537,3.02526178178229,48
"{chicken,rolls/buns} => {other vegetables}",0.00498220640569395,0.515789473684211,2.66568022789501,49
"{chicken,rolls/buns} => {whole milk}",0.00528723945094052,0.547368421052632,2.14220788740654,52
"{white bread,chocolate} => {whole milk}",0.00223690899847483,0.523809523809524,2.05000663217933,22
"{curd,white bread} => {whole milk}",0.00213523131672598,0.617647058823529,2.41725380960184,21
"{white bread,napkins} => {whole milk}",0.00233858668022369,0.676470588235294,2.64746845813534,23
"{white bread,margarine} => {whole milk}",0.0025419420437214,0.675675675675676,2.64435744937138,25
"{butter,white bread} => {other vegetables}",0.00233858668022369,0.547619047619048,2.83018041688562,23
"{butter,white bread} => {whole milk}",0.00233858668022369,0.547619047619048,2.14318875182385,23
"{domestic eggs,white bread} => {whole milk}",0.0032536858159634,0.56140350877193,2.19713629477594,32
"{whipped/sour cream,white bread} => {other vegetables}",0.00335536349771225,0.611111111111111,3.15831727681439,33
"{whipped/sour cream,white bread} => {whole milk}",0.00305033045246568,0.555555555555556,2.17424945837202,30
"{pip fruit,white bread} => {whole milk}",0.00345704117946111,0.523076923076923,2.04713949003643,34
"{white bread,bottled water} => {whole milk}",0.00223690899847483,0.511627906976744,2.00233205933795,22
"{tropical fruit,white bread} => {whole milk}",0.00457549567869853,0.523255813953488,2.04783960614109,45
"{root vegetables,white bread} => {other vegetables}",0.00396542958820539,0.5,2.58407777193904,39
"{root vegetables,white bread} => {whole milk}",0.00396542958820539,0.5,1.95682451253482,39
"{yogurt,white bread} => {whole milk}",0.00488052872394509,0.539325842696629,2.11073205846452,48
"{rolls/buns,white bread} => {whole milk}",0.0032536858159634,0.5,1.95682451253482,32
"{chocolate,napkins} => {whole milk}",0.00284697508896797,0.583333333333333,2.28296193129062,28
"{pork,chocolate} => {whole milk}",0.00244026436197255,0.571428571428571,2.23637087146836,24
"{brown bread,chocolate} => {whole milk}",0.00213523131672598,0.552631578947368,2.16280604017006,21
"{butter,chocolate} => {whole milk}",0.00335536349771225,0.540983606557377,2.11721996438194,33
"{chocolate,newspapers} => {whole milk}",0.00315200813421454,0.574074074074074,2.24672444031776,31
"{domestic eggs,chocolate} => {whole milk}",0.00203355363497712,0.555555555555556,2.17424945837202,20
"{pip fruit,chocolate} => {whole milk}",0.0032536858159634,0.533333333333333,2.08727948003714,32
"{sausage,chocolate} => {whole milk}",0.00345704117946111,0.523076923076923,2.04713949003643,34
"{root vegetables,chocolate} => {other vegetables}",0.00335536349771225,0.523809523809524,2.70712909441233,33
"{root vegetables,chocolate} => {whole milk}",0.00355871886120996,0.555555555555556,2.17424945837202,35
"{frozen vegetables,coffee} => {whole milk}",0.00233858668022369,0.522727272727273,2.0457710812864,23
"{beef,coffee} => {whole milk}",0.00233858668022369,0.621621621621622,2.43280885342167,23
"{coffee,napkins} => {whole milk}",0.00244026436197255,0.6,2.34818941504178,24
"{pork,coffee} => {whole milk}",0.00203355363497712,0.571428571428571,2.23637087146836,20
"{frankfurter,coffee} => {whole milk}",0.00264361972547026,0.52,2.03509749303621,26
"{coffee,bottled beer} => {whole milk}",0.0025419420437214,0.510204081632653,1.99675970666818,25
"{butter,coffee} => {whole milk}",0.00335536349771225,0.702127659574468,2.74788123036804,33
"{domestic eggs,coffee} => {whole milk}",0.00274529740721912,0.551020408163265,2.15650048320164,27
"{whipped/sour cream,coffee} => {whole milk}",0.00345704117946111,0.566666666666667,2.21773444753946,34
"{root vegetables,coffee} => {whole milk}",0.00396542958820539,0.541666666666667,2.11989322191272,39
"{yogurt,coffee} => {whole milk}",0.00508388408744281,0.520833333333333,2.03835886722377,50
"{curd,frozen vegetables} => {whole milk}",0.00284697508896797,0.636363636363636,2.49050392504432,28
"{frozen vegetables,napkins} => {whole milk}",0.00264361972547026,0.565217391304348,2.21206249243066,26
"{frankfurter,frozen vegetables} => {whole milk}",0.0025419420437214,0.5,1.95682451253482,25
"{frozen vegetables,bottled beer} => {whole milk}",0.00223690899847483,0.523809523809524,2.05000663217933,22
"{frozen vegetables,brown bread} => {whole milk}",0.00223690899847483,0.578947368421053,2.26579680398769,22
"{frozen vegetables,margarine} => {whole milk}",0.00274529740721912,0.54,2.1133704735376,27
"{butter,frozen vegetables} => {whole milk}",0.00315200813421454,0.543859649122807,2.12847578556419,31
"{frozen vegetables,fruit/vegetable juice} => {whole milk}",0.00427046263345196,0.545454545454545,2.13471765003798,42
"{whipped/sour cream,frozen vegetables} => {other vegetables}",0.00396542958820539,0.5,2.58407777193904,39
"{pip fruit,frozen vegetables} => {whole milk}",0.00376207422470768,0.513888888888889,2.01118074899412,37
"{citrus fruit,frozen vegetables} => {whole milk}",0.00355871886120996,0.538461538461538,2.1073494750375,35
"{frozen vegetables,bottled water} => {whole milk}",0.0032536858159634,0.524590163934426,2.05306178364309,32
"{tropical fruit,frozen vegetables} => {whole milk}",0.00498220640569395,0.569767441860465,2.22986979335363,49
"{root vegetables,frozen vegetables} => {other vegetables}",0.00610066090493137,0.526315789473684,2.72008186519899,60
"{root vegetables,frozen vegetables} => {whole milk}",0.00620233858668022,0.535087719298246,2.09414553095831,61
"{frozen vegetables,rolls/buns} => {whole milk}",0.00508388408744281,0.5,1.95682451253482,50
"{other vegetables,frozen vegetables} => {whole milk}",0.00965937976614133,0.542857142857143,2.12455232789495,95
"{beef,curd} => {whole milk}",0.00264361972547026,0.565217391304348,2.21206249243066,26
"{pork,beef} => {other vegetables}",0.0041687849517031,0.546666666666667,2.82525836398669,41
"{pork,beef} => {whole milk}",0.00396542958820539,0.52,2.03509749303621,39
"{frankfurter,beef} => {other vegetables}",0.0025419420437214,0.531914893617021,2.74901890631813,25
"{frankfurter,beef} => {whole milk}",0.00294865277071683,0.617021276595745,2.41480471759616,29
"{beef,bottled beer} => {other vegetables}",0.00213523131672598,0.525,2.713281660536,21
"{beef,bottled beer} => {whole milk}",0.00213523131672598,0.525,2.05466573816156,21
"{beef,brown bread} => {whole milk}",0.00264361972547026,0.590909090909091,2.31261078754115,26
"{beef,butter} => {root vegetables}",0.00294865277071683,0.508771929824561,4.66769769573187,29
"{beef,butter} => {whole milk}",0.00366039654295882,0.631578947368421,2.47177833162293,36
"{beef,newspapers} => {other vegetables}",0.0032536858159634,0.507936507936508,2.62509487943014,32
"{beef,domestic eggs} => {other vegetables}",0.00335536349771225,0.559322033898305,2.89066327030469,33
"{beef,domestic eggs} => {whole milk}",0.00376207422470768,0.627118644067797,2.45432226995893,37
"{beef,fruit/vegetable juice} => {other vegetables}",0.0025419420437214,0.5,2.58407777193904,25
"{beef,whipped/sour cream} => {other vegetables}",0.00376207422470768,0.560606060606061,2.89729932005287,37
"{beef,whipped/sour cream} => {whole milk}",0.00345704117946111,0.515151515151515,2.01612222503587,34
"{beef,pip fruit} => {whole milk}",0.00294865277071683,0.604166666666667,2.36449628597957,29
"{beef,pastry} => {whole milk}",0.00376207422470768,0.596774193548387,2.33556474076736,37
"{beef,shopping bags} => {other vegetables}",0.00244026436197255,0.5,2.58407777193904,24
"{sausage,beef} => {root vegetables}",0.00294865277071683,0.527272727272727,4.83743215739484,29
"{sausage,beef} => {other vegetables}",0.00284697508896797,0.509090909090909,2.63106100415612,28
"{sausage,beef} => {whole milk}",0.00305033045246568,0.545454545454545,2.13471765003798,30
"{beef,tropical fruit} => {other vegetables}",0.00447381799694967,0.586666666666667,3.03198458574181,44
"{beef,tropical fruit} => {whole milk}",0.00457549567869853,0.6,2.34818941504178,45
"{beef,yogurt} => {whole milk}",0.00610066090493137,0.521739130434783,2.04190383916677,60
"{beef,rolls/buns} => {whole milk}",0.00681240467717336,0.5,1.95682451253482,67
"{curd,napkins} => {whole milk}",0.00264361972547026,0.553191489361702,2.16499733301725,26
"{pork,curd} => {whole milk}",0.0025419420437214,0.595238095238095,2.32955299111288,25
"{frankfurter,curd} => {whole milk}",0.00223690899847483,0.511627906976744,2.00233205933795,22
"{curd,bottled beer} => {whole milk}",0.00203355363497712,0.526315789473684,2.05981527635244,20
"{curd,margarine} => {whole milk}",0.00345704117946111,0.548387096774194,2.14619462665109,34
"{butter,curd} => {whole milk}",0.00488052872394509,0.716417910447761,2.80380825676631,48
"{curd,newspapers} => {whole milk}",0.00284697508896797,0.5,1.95682451253482,28
"{curd,domestic eggs} => {other vegetables}",0.00345704117946111,0.53125,2.74558263268523,34
"{curd,domestic eggs} => {whole milk}",0.00477885104219624,0.734375,2.87408600278552,47
"{curd,fruit/vegetable juice} => {whole milk}",0.00244026436197255,0.5,1.95682451253482,24
"{curd,whipped/sour cream} => {whole milk}",0.00589730554143366,0.563106796116505,2.20380236363145,58
"{pip fruit,curd} => {whole milk}",0.00488052872394509,0.623376623376623,2.43967731432913,48
"{curd,pastry} => {whole milk}",0.00447381799694967,0.594594594594595,2.32703455544681,44
"{citrus fruit,curd} => {whole milk}",0.00366039654295882,0.514285714285714,2.01273378432153,36
"{curd,bottled water} => {whole milk}",0.0032536858159634,0.533333333333333,2.08727948003714,32
"{tropical fruit,curd} => {yogurt}",0.00528723945094052,0.514851485148515,3.69064457466155,52
"{tropical fruit,curd} => {other vegetables}",0.00528723945094052,0.514851485148515,2.66083255724416,52
"{tropical fruit,curd} => {whole milk}",0.00650737163192679,0.633663366336634,2.47993601588571,64
"{root vegetables,curd} => {other vegetables}",0.00549059481443823,0.504672897196262,2.60822803148988,54
"{root vegetables,curd} => {whole milk}",0.00620233858668022,0.570093457943925,2.23114570588082,61
"{curd,yogurt} => {whole milk}",0.0100660904931368,0.582352941176471,2.27912502048173,99
"{curd,rolls/buns} => {whole milk}",0.00589730554143366,0.585858585858586,2.29284488337413,58
"{other vegetables,curd} => {whole milk}",0.00986273512963904,0.57396449704142,2.24629559427074,97
"{pork,napkins} => {whole milk}",0.00264361972547026,0.509803921568627,1.99519362062374,26
"{bottled beer,napkins} => {whole milk}",0.00264361972547026,0.509803921568627,1.99519362062374,26
"{margarine,napkins} => {whole milk}",0.00223690899847483,0.5,1.95682451253482,22
"{butter,napkins} => {whole milk}",0.00315200813421454,0.63265306122449,2.47598203626855,31
"{domestic eggs,napkins} => {whole milk}",0.00335536349771225,0.559322033898305,2.18899013266607,33
"{whipped/sour cream,napkins} => {whole milk}",0.00396542958820539,0.549295774647887,2.14975087292558,39
"{pork,butter} => {whole milk}",0.00386375190645653,0.703703703703704,2.75404931393789,38
"{pork,domestic eggs} => {other vegetables}",0.00305033045246568,0.545454545454545,2.81899393302441,30
"{pork,domestic eggs} => {whole milk}",0.00345704117946111,0.618181818181818,2.41934667004305,34
"{pork,fruit/vegetable juice} => {other vegetables}",0.0025419420437214,0.520833333333333,2.69174767910317,25
"{pork,fruit/vegetable juice} => {whole milk}",0.00264361972547026,0.541666666666667,2.11989322191272,26
"{pork,whipped/sour cream} => {whole milk}",0.00457549567869853,0.555555555555556,2.17424945837202,45
"{pork,pip fruit} => {other vegetables}",0.00376207422470768,0.616666666666667,3.18702925205815,37
"{pork,pip fruit} => {whole milk}",0.00315200813421454,0.516666666666667,2.02205199628598,31
"{pork,pastry} => {whole milk}",0.00315200813421454,0.5,1.95682451253482,31
"{pork,citrus fruit} => {other vegetables}",0.00335536349771225,0.515625,2.66483020231214,33
"{sausage,pork} => {whole milk}",0.00335536349771225,0.515625,2.01797527855153,33
"{pork,root vegetables} => {other vegetables}",0.00701576004067107,0.514925373134328,2.66121442184767,69
"{pork,root vegetables} => {whole milk}",0.00681240467717336,0.5,1.95682451253482,67
"{pork,yogurt} => {whole milk}",0.00488052872394509,0.51063829787234,1.9984590766313,48
"{pork,rolls/buns} => {whole milk}",0.00620233858668022,0.54954954954955,2.15074405882205,61
"{frankfurter,bottled beer} => {whole milk}",0.00274529740721912,0.509433962264151,1.99374572975246,27
"{frankfurter,butter} => {whole milk}",0.00274529740721912,0.5625,2.20142757660167,27
"{frankfurter,fruit/vegetable juice} => {whole milk}",0.00284697508896797,0.538461538461538,2.1073494750375,28
"{frankfurter,pip fruit} => {other vegetables}",0.00366039654295882,0.507042253521127,2.62047323351565,36
"{frankfurter,tropical fruit} => {whole milk}",0.00518556176919166,0.548387096774194,2.14619462665109,51
"{frankfurter,root vegetables} => {whole milk}",0.00508388408744281,0.5,1.95682451253482,50
"{frankfurter,yogurt} => {whole milk}",0.00620233858668022,0.554545454545455,2.17029627753862,61
"{brown bread,bottled beer} => {whole milk}",0.00274529740721912,0.529411764705882,2.07193183680157,27
"{margarine,bottled beer} => {whole milk}",0.00305033045246568,0.5,1.95682451253482,30
"{butter,bottled beer} => {whole milk}",0.0032536858159634,0.56140350877193,2.19713629477594,32
"{domestic eggs,bottled beer} => {other vegetables}",0.00264361972547026,0.565217391304348,2.92113139436587,26
"{domestic eggs,bottled beer} => {whole milk}",0.00294865277071683,0.630434782608696,2.46730047232651,29
"{whipped/sour cream,bottled beer} => {other vegetables}",0.00213523131672598,0.538461538461538,2.78285298516512,21
"{whipped/sour cream,bottled beer} => {whole milk}",0.00213523131672598,0.538461538461538,2.1073494750375,21
"{citrus fruit,bottled beer} => {whole milk}",0.00345704117946111,0.566666666666667,2.21773444753946,34
"{yogurt,bottled beer} => {whole milk}",0.00518556176919166,0.56043956043956,2.19336373932474,51
"{butter,brown bread} => {whole milk}",0.00294865277071683,0.508771929824561,1.99115476714069,29
"{brown bread,newspapers} => {whole milk}",0.00406710726995425,0.533333333333333,2.08727948003714,40
"{domestic eggs,brown bread} => {whole milk}",0.00406710726995425,0.597014925373134,2.33650688063859,40
"{whipped/sour cream,brown bread} => {other vegetables}",0.00305033045246568,0.652173913043478,3.37053622426832,30
"{whipped/sour cream,brown bread} => {whole milk}",0.00233858668022369,0.5,1.95682451253482,23
"{tropical fruit,brown bread} => {whole milk}",0.00569395017793594,0.533333333333333,2.08727948003714,56
"{root vegetables,brown bread} => {whole milk}",0.00569395017793594,0.56,2.191643454039,56
"{other vegetables,brown bread} => {whole milk}",0.00935434672089476,0.5,1.95682451253482,92
"{butter,margarine} => {other vegetables}",0.00355871886120996,0.53030303030303,2.74068854599596,35
"{domestic eggs,margarine} => {whole milk}",0.00518556176919166,0.621951219512195,2.43409878388477,51
"{margarine,fruit/vegetable juice} => {whole milk}",0.00335536349771225,0.540983606557377,2.11721996438194,33
"{whipped/sour cream,margarine} => {other vegetables}",0.00345704117946111,0.507462686567164,2.62264609689336,34
"{whipped/sour cream,margarine} => {whole milk}",0.00406710726995425,0.597014925373134,2.33650688063859,40
"{pastry,margarine} => {whole milk}",0.00355871886120996,0.522388059701492,2.04444352055877,35
"{root vegetables,margarine} => {other vegetables}",0.00589730554143366,0.532110091743119,2.75002772059568,58
"{rolls/buns,margarine} => {whole milk}",0.00793085917641078,0.537931034482759,2.10527326865815,78
"{butter,newspapers} => {whole milk}",0.00315200813421454,0.543859649122807,2.12847578556419,31
"{butter,domestic eggs} => {whole milk}",0.00599898322318251,0.621052631578947,2.43058202609588,59
"{butter,fruit/vegetable juice} => {whole milk}",0.0041687849517031,0.518987341772152,2.03113430415006,41
"{butter,whipped/sour cream} => {other vegetables}",0.0057956278596848,0.57,2.94584866001051,57
"{butter,whipped/sour cream} => {whole milk}",0.0067107269954245,0.66,2.58300835654596,66
"{pip fruit,butter} => {other vegetables}",0.00406710726995425,0.555555555555556,2.87119752437671,40
"{pip fruit,butter} => {whole milk}",0.00447381799694967,0.611111111111111,2.39167440420922,44
"{butter,pastry} => {other vegetables}",0.00386375190645653,0.506666666666667,2.61853214223156,38
"{butter,pastry} => {whole milk}",0.00396542958820539,0.52,2.03509749303621,39
"{citrus fruit,butter} => {other vegetables}",0.00457549567869853,0.5,2.58407777193904,45
"{citrus fruit,butter} => {whole milk}",0.00508388408744281,0.555555555555556,2.17424945837202,50
"{sausage,butter} => {whole milk}",0.00477885104219624,0.552941176470588,2.16401769621498,47
"{butter,bottled water} => {whole milk}",0.00538891713268937,0.602272727272727,2.35708407191694,53
"{tropical fruit,butter} => {other vegetables}",0.00549059481443823,0.551020408163265,2.84775917723895,54
"{tropical fruit,butter} => {whole milk}",0.00620233858668022,0.622448979591837,2.43604684213518,61
"{root vegetables,butter} => {other vegetables}",0.00660904931367565,0.511811023622047,2.6451189791502,65
"{root vegetables,butter} => {whole milk}",0.00823589222165735,0.637795275590551,2.49610685850898,81
"{butter,yogurt} => {whole milk}",0.00935434672089476,0.638888888888889,2.50038687712782,92
"{other vegetables,butter} => {whole milk}",0.0114895780376207,0.573604060913706,2.24488497377091,113
"{root vegetables,newspapers} => {other vegetables}",0.00599898322318251,0.52212389380531,2.69841749636113,59
"{root vegetables,newspapers} => {whole milk}",0.0057956278596848,0.504424778761062,1.9741415436192,57
"{domestic eggs,fruit/vegetable juice} => {whole milk}",0.00477885104219624,0.594936708860759,2.32837347061105,47
"{whipped/sour cream,domestic eggs} => {other vegetables}",0.00508388408744281,0.510204081632653,2.63681405299902,50
"{whipped/sour cream,domestic eggs} => {whole milk}",0.00569395017793594,0.571428571428571,2.23637087146836,56
"{pip fruit,domestic eggs} => {whole milk}",0.00538891713268937,0.623529411764706,2.44027527445519,53
"{citrus fruit,domestic eggs} => {whole milk}",0.00569395017793594,0.549019607843137,2.14867005297941,56
"{domestic eggs,bottled water} => {whole milk}",0.00488052872394509,0.533333333333333,2.08727948003714,48
"{tropical fruit,domestic eggs} => {whole milk}",0.00691408235892222,0.607142857142857,2.37614405093514,68
"{root vegetables,domestic eggs} => {other vegetables}",0.00732079308591764,0.51063829787234,2.63905815006541,72
"{root vegetables,domestic eggs} => {whole milk}",0.00854092526690392,0.595744680851064,2.33153558940319,84
"{yogurt,domestic eggs} => {whole milk}",0.00772750381291307,0.539007092198582,2.1094845808886,76
"{other vegetables,domestic eggs} => {whole milk}",0.0123029994916116,0.552511415525114,2.16233576270971,121
"{pip fruit,fruit/vegetable juice} => {whole milk}",0.00477885104219624,0.5,1.95682451253482,47
"{pastry,fruit/vegetable juice} => {whole milk}",0.00427046263345196,0.5,1.95682451253482,42
"{root vegetables,fruit/vegetable juice} => {other vegetables}",0.00660904931367565,0.550847457627119,2.84686534196674,65
"{root vegetables,fruit/vegetable juice} => {whole milk}",0.00650737163192679,0.542372881355932,2.12265709834285,64
"{yogurt,fruit/vegetable juice} => {whole milk}",0.00945602440264362,0.505434782608696,1.97809434419281,93
"{pip fruit,whipped/sour cream} => {other vegetables}",0.00559227249618709,0.604395604395604,3.12361049355269,55
"{pip fruit,whipped/sour cream} => {whole milk}",0.00599898322318251,0.648351648351648,2.53742079647372,59
"{whipped/sour cream,pastry} => {other vegetables}",0.0041687849517031,0.554054054054054,2.86343753106759,41
"{whipped/sour cream,pastry} => {whole milk}",0.0041687849517031,0.554054054054054,2.16837310848453,41
"{citrus fruit,whipped/sour cream} => {other vegetables}",0.00569395017793594,0.523364485981308,2.7048290696932,56
"{citrus fruit,whipped/sour cream} => {whole milk}",0.00630401626842908,0.579439252336449,2.26772186499362,62
"{sausage,whipped/sour cream} => {other vegetables}",0.00488052872394509,0.539325842696629,2.78731984388931,48
"{sausage,whipped/sour cream} => {whole milk}",0.00508388408744281,0.561797752808989,2.19867922756721,50
"{whipped/sour cream,bottled water} => {whole milk}",0.00437214031520081,0.5,1.95682451253482,43
"{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782918149466192,0.566176470588235,2.92608806528392,77
"{tropical fruit,whipped/sour cream} => {whole milk}",0.00793085917641078,0.573529411764706,2.2445928232017,78
"{root vegetables,whipped/sour cream} => {other vegetables}",0.00854092526690392,0.5,2.58407777193904,84
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945602440264362,0.553571428571429,2.16648428173498,93
"{yogurt,whipped/sour cream} => {whole milk}",0.0108795119471276,0.524509803921569,2.05274728275711,107
"{whipped/sour cream,rolls/buns} => {whole milk}",0.00782918149466192,0.534722222222222,2.09271510368307,77
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146415861718353,0.507042253521127,1.98438542116207,144
"{sausage,pip fruit} => {whole milk}",0.00559227249618709,0.518867924528302,2.0306669469701,55
"{pip fruit,root vegetables} => {other vegetables}",0.00813421453990849,0.522875816993464,2.70230355235456,80
"{pip fruit,root vegetables} => {whole milk}",0.00894763599389934,0.57516339869281,2.25098767454986,88
"{pip fruit,yogurt} => {whole milk}",0.00955770208439248,0.531073446327684,2.07843507546071,94
"{pip fruit,other vegetables} => {whole milk}",0.0135231316725979,0.517509727626459,2.02535144098935,133
"{citrus fruit,pastry} => {whole milk}",0.00488052872394509,0.5,1.95682451253482,48
"{tropical fruit,pastry} => {whole milk}",0.0067107269954245,0.507692307692308,1.98692950503535,66
"{root vegetables,pastry} => {other vegetables}",0.00589730554143366,0.537037037037037,2.77549094023083,58
"{root vegetables,pastry} => {whole milk}",0.00569395017793594,0.518518518518518,2.02929949448055,56
"{yogurt,pastry} => {whole milk}",0.00915099135739705,0.517241379310345,2.02430121986361,90
"{citrus fruit,root vegetables} => {other vegetables}",0.0103711235383833,0.586206896551724,3.02960842227336,102
"{citrus fruit,root vegetables} => {whole milk}",0.00915099135739705,0.517241379310345,2.02430121986361,90
"{root vegetables,shopping bags} => {other vegetables}",0.00660904931367565,0.515873015873016,2.66611198692124,65
"{sausage,tropical fruit} => {whole milk}",0.00721911540416879,0.518248175182482,2.02824146554704,71
"{sausage,root vegetables} => {whole milk}",0.00772750381291307,0.517006802721088,2.02338316942376,76
"{tropical fruit,root vegetables} => {other vegetables}",0.0123029994916116,0.584541062801932,3.0209991343442,121
"{tropical fruit,root vegetables} => {whole milk}",0.011997966446365,0.570048309178744,2.23096900945999,118
"{tropical fruit,yogurt} => {whole milk}",0.0151499745805796,0.517361111111111,2.02476980810894,149
"{root vegetables,yogurt} => {other vegetables}",0.0129130655821047,0.5,2.58407777193904,127
"{root vegetables,yogurt} => {whole milk}",0.0145399084900864,0.562992125984252,2.20335358498015,143
"{root vegetables,rolls/buns} => {other vegetables}",0.0122013218098627,0.502092050209205,2.59488981282582,120
"{root vegetables,rolls/buns} => {whole milk}",0.012709710218607,0.523012552301255,2.04688756541299,125
"{other vegetables,yogurt} => {whole milk}",0.0222674123029995,0.51288056206089,2.00723451168677,219
"{root vegetables,herbs,other vegetables} => {whole milk}",0.00244026436197255,0.631578947368421,2.47177833162293,24
"{root vegetables,herbs,whole milk} => {other vegetables}",0.00244026436197255,0.585365853658537,3.02526178178229,24
"{herbs,other vegetables,whole milk} => {root vegetables}",0.00244026436197255,0.6,5.50466417910448,24
"{tropical fruit,grapes,other vegetables} => {whole milk}",0.00203355363497712,0.555555555555556,2.17424945837202,20
"{tropical fruit,grapes,whole milk} => {other vegetables}",0.00203355363497712,0.8,4.13452443510247,20
